"number","title","pageid","namespace","length","touched","Wikidata"
"1261","Taavi_Hirn","1070454","","1187","20200221150007","Q11895937"
"1262","Carl_Emil_Holmberg","1070769","","3200","20240204191452","Q3515784"
"1263","Aarne_Härkönen","1071264","","1155","20241010114024","Q9321716"
"1264","Perttu_Hämäläinen","1072209","","1010","20230303082050","Q5493286"
"1265","Jyrki_Sinkkilä","1073282","","3917","20250228164853","Q11868236"
"1266","Timo_Helosuo","1073458","","4120","20221031071637","Q5476476"
"1267","Maija_Rautamäki","1073522","","4104","20241111181822","Q14192433"
"1268","Yrjö_Kauko","1073551","","3676","20240211155232","Q11903007"
"1269","Kaaleb_Kilpi","1074771","","4841","20230517065827","Q5909093"
"1270","Ensio_Kivikoski","1074909","","1006","20220907163521","Q11858016"
"1271","Tecnotree","1076275","","22030","20231117074725","Q7692760"
"1272","Harald_Kyrklund","1077378","","2385","20240210171115","Q11861509"
"1273","Olarin_ostoskeskus","1078249","","579","20191231151540","Q11885250"
"1274","Nokia_105","1078485","","9570","20250418014305","Q14121138"
"1275","Kalajärven_purolaakso","1079161","","1642","20231224012353","Q11869165"
"1276","Microsoft_Lumia","1080951","","10558","20230525174854","Q782736"
"1277","HERE","1080974","","7169","20221006194629","Q129911"
"1278","Tarvo_(saari)","1081447","","4009","20250329201852","Q24340272"
"1279","Erkki_Voipio","1081488","","2286","20230228032608","Q11858452"
"1280","Olli_Lokki","1081528","","3222","20201129175234","Q17382283"
"1281","Nokia_Lumia_510","1081845","","2886","20221203182555","Q2844656"
"1282","Saara_Hyrkkö","1082002","","10110","20241128225848","Q28778270"
"1283","Taiteilijan_huvila_Kilossa","1082506","","2077","20250319002201","Q11896060"
"1284","Heikki_Miekk-oja","1083611","","2528","20240210170716","Q11861880"
"1285","Yleisurheilun_sisäratojen_Suomen-mestaruuskilpailut_1979","1083920","","5057","20240315075436","Q11902818"
"1286","Eino_Niini","1084843","","2817","20200317194811","Q11857156"
"1287","Gösta_Nordenswan","1085504","","2757","20230904181131","Q14090208"
"1288","Helsingin_keskustaajama","1085507","","14092","20241112151517","Q11862153"
"1289","Gustav_Nyman_(kemisti)","1086586","","1000","20241224124108","Q11860832"
"1290","Reino_Näsänen","1086711","","3426","20240211155027","Q17382673"
"1291","John_Palmén","1087883","","1333","20200321080552","Q10856597"
"1292","Karamzinin_koulu","1087932","","3381","20241112175250","Q11869825"
"1293","Veikko_Palva","1088034","","1772","20240210170257","Q11900765"
"1294","Heikki_Pellinen","1088352","","3053","20240210165919","Q11861894"
"1295","Paavo_Pero","1088389","","3398","20170527200306","Q11886303"
"1296","Kaisankoti","1088831","","3828","20221012012142","Q11869026"
"1297","Erkki_Aaltio","1088976","","4169","20220802024721","Q11858259"
"1298","Eduard_Polón","1089815","","10114","20241126125018","Q11856578"
"1299","Tauno_Pyökäri","1090559","","2759","20240221184521","Q11896641"
"1300","Huugo_Raninen","1091148","","1845","20240921160333","Q11863874"
"1301","Westendin_tennishalli","1091534","","5537","20240914200306","Q18663013"
"1302","Oskari_Routala","1092367","","3990","20230424214144","Q17383360"
"1303","Nokia_Lumia_720","1093573","","3215","20230413100439","Q7048001"
"1304","Nokia_Lumia_520","1093778","","3317","20221203154114","Q7047993"
"1305","Kaarlo_Ståhlberg_(professori)","1094133","","1866","20240909154118","Q17384019"
"1306","Nokia_1112","1094655","","1266","20240803184933","Q1766169"
"1307","Valmet_555","1095328","","2193","20240517174430","Q18688691"
"1308","Nokia_Lumia_925","1095389","","2530","20240104093806","Q13219095"
"1309","Nokia_3595","1096143","","817","20250204095711","Q14121130"
"1310","Nokia_Lumia_928","1096260","","2374","20190331070320","Q13362780"
"1311","Quantum_Break","1096843","","12892","20240423125741","Q13361589"
"1312","Henrik_Virkkunen","1096848","","1339","20250302215800","Q17384679"
"1313","Jaakko_Wuolijoki_(tekniikan_tutkija)","1097778","","1604","20240204192053","Q17384898"
"1314","Viljo_Ylöstalo","1097966","","2626","20240210171454","Q17384944"
"1315","Antero_Salmenkivi","1098684","","1748","20241128224633","Q17383535"
"1316","Nokia_3395","1098874","","1349","20221022004222","Q14121133"
"1317","Nokia_3390","1098929","","1174","20250204095924","Q12436251"
"1318","Gräsanoja","1099284","","4355","20240703183639","Q10509774"
"1319","Kauklahden_lasitehdas","1099996","","3488","20240717192828","Q18659920"
"1320","Hans_Blomberg","1101857","","1531","20230503052201","Q15732428"
"1321","Ammattiopisto_Live","1102721","","3610","20240127004204","Q18702090"
"1322","MixRadio","1107925","","3046","20240102222038","Q1164682"
"1323","Nokia_Lumia_1020","1108049","","5191","20230222063122","Q13775482"
"1324","Nokia_E72","1108190","","1871","20221022024124","Q2035663"
"1325","Nokia_Lumia_810","1108192","","2508","20230222062853","Q280681"
"1326","Nokia_Lumia_822","1108193","","1835","20230222062838","Q12329104"
"1327","Nokia_Asha_308","1108196","","1172","20210826175616","Q2117074"
"1328","Nokia_Asha_309","1108210","","1398","20200606135438","Q1952565"
"1329","Nokia_Asha_501","1108212","","1162","20200606164453","Q13218595"
"1330","Jyrki_Parantainen","1112570","","1922","20241015090457","Q6319526"
"1331","Finns_folkhögskola","1114210","","1364","20220426124842","Q10495545"
"1332","Niilo_Ryti","1114664","","2588","20241113043518","Q17383415"
"1333","Kurt_Wikstedt","1115560","","1944","20240621184246","Q17385084"
"1334","Aarne_Halme","1115719","","3897","20241129160833","Q14916473"
"1335","Olavi_Harva","1116844","","847","20200319184744","Q17380560"
"1336","Pekka_Hautojärvi","1117277","","1949","20221023200649","Q16298653"
"1337","Joensuun_voimalaitos","1117525","","1973","20230324200633","Q18659499"
"1338","Kari_Heiskanen_(professori)","1118360","","904","20230503060510","Q16298804"
"1339","Sakari_Heiskanen","1118371","","1344","20231120175223","Q16298810"
"1340","Reijo_Helle","1119006","","1293","20240204191255","Q16298860"
"1341","Mobira_Cityman_900","1119420","","2880","20241112232935","Q6887345"
"1342","Mobira_Talkman","1119421","","955","20241022064254","Q12041016"
"1343","Mobira_MD25","1119423","","1123","20221020160212","Q18688977"
"1344","Erkki_J._Hollo","1120303","","5917","20241012081014","Q16299083"
"1345","Jussi_Hooli","1121575","","2324","20241112154218","Q16299120"
"1346","Eero_Huhtamo","1122179","","997","20201129140722","Q16299140"
"1347","Risto_Hukki","1122185","","2038","20230605073520","Q17380941"
"1348","Sauli_Häkkinen","1122558","","5811","20240210164926","Q17381007"
"1349","Jan-Erik_Jansson","1125072","","1065","20230503060849","Q17381158"
"1350","Osmo_V._Jaskari","1125161","","2287","20241112164823","Q16299392"
"1351","Jaarli_Jauhiainen","1125183","","1228","20240227195451","Q17381160"
"1352","Nokia_Lumia_625","1125418","","6505","20221022024908","Q14195339"
"1353","Pirita_Näkkäläjärvi","1126004","","6052","20240215134806","Q6476690"
"1354","Proactum","1126745","","5786","20240209092813","Q18689096"
"1355","Nokia_Lumia_2520","1126844","","2587","20230222062825","Q15091626"
"1356","Paavo_Jääskeläinen","1127540","","944","20180415121147","Q16299531"
"1357","Veikko_Jääskeläinen","1127543","","4549","20241112171956","Q16299535"
"1358","Eero_Miettinen","1127936","","3467","20240316141532","Q16987734"
"1359","Forma_Finlandia","1127953","","4834","20241112135047","Q15113330"
"1360","Martti_Kaila_(tekniikan_tutkija)","1128172","","2684","20240204191019","Q16299559"
"1361","Ainoa","1129425","","7751","20250424111410","Q15142698"
"1362","HC_KJH","1130227","","3790","20240314145434","Q18658890"
"1363","Eero_Kajosaari","1130271","","2649","20220731113903","Q16299575"
"1364","Life_Science_Center_Espoo","1131047","","1090","20240614133410","Q18660568"
"1365","Nokia_Lumia_1320","1131293","","2932","20200313054113","Q15104802"
"1366","Olli_Stålström","1131645","","9328","20241110061611","Q16990657"
"1367","Nokia_Lumia_1520","1131875","","2372","20221022024518","Q15091627"
"1368","Markku_Kallio_(taloustieteilijä)","1132140","","2453","20241112173618","Q16299589"
"1369","Nokia_1011","1133457","","2697","20241113003705","Q840441"
"1370","Juhani_Risku","1133488","","3314","20250228045239","Q16990143"
"1371","Frank_Nuovo","1134348","","8369","20241113004854","Q5488726"
"1372","Nokia_1650","1134358","","1788","20221022001423","Q3342811"
"1373","Nokia_232","1134515","","4465","20241113003707","Q15626515"
"1374","Pekka_Kanerva","1134577","","1738","20250106133326","Q16299617"
"1375","Nokia_1209","1134659","","1254","20200606140728","Q2718599"
"1376","Nokia_1208","1134671","","2135","20221022001207","Q2363106"
"1377","Nokia_6080","1134744","","1624","20231203201637","Q11792729"
"1378","Nokia_301","1134748","","1735","20210221012846","Q15223388"
"1379","Nokia_Lumia_525","1135792","","2480","20230513205542","Q15244204"
"1380","Angry_Birds_Star_Wars_II","1137865","","1555","20231228113506","Q14943254"
"1381","Mika_Kaskimies","1138580","","1924","20240204192004","Q16299726"
"1382","Valmet-eräkeitin","1139376","","1243","20220724013210","Q18689274"
"1383","Reimarintorni","1139591","","2935","20241113035440","Q18661684"
"1384","Valmet_702","1139760","","1150","20190523171517","Q18688693"
"1385","Taskumattitalot","1139846","","4426","20241005140831","Q17384283"
"1386","Reimantorni","1140677","","2102","20230324201001","Q18661683"
"1387","Angry_Birds_Go!","1141146","","2891","20231228113323","Q15076529"
"1388","Angry_Birds_Friends","1141147","","1207","20231231063459","Q13515768"
"1389","Espoo_Raiders","1142898","","3037","20230827211837","Q18658743"
"1390","Einari_Kilpelä","1143526","","2166","20230608213450","Q16299846"
"1391","Valmet_(kello)","1147141","","1711","20230220174354","Q18689273"
"1392","Pekka_Kivalo","1147271","","1441","20230520064832","Q16299875"
"1393","Eero_Kivimaa","1148554","","1550","20240210170529","Q16299890"
"1394","Matti_Kleimola","1149148","","3659","20240101211957","Q16299913"
"1395","Nokia_206","1149695","","1586","20200606110149","Q6044470"
"1396","Pakankylä","1150361","","5388","20250228010841","Q18661177"
"1397","Antti_Samuli_Korhonen","1150829","","604","20230503090547","Q16300007"
"1398","Unto_Korhonen_(professori)","1151273","","2510","20220908102934","Q17381790"
"1399","Nokia_X","1153770","","3673","20221022033400","Q15299648"
"1400","Nokia_Asha_503","1154632","","701","20200606143050","Q15617174"
"1401","Idrottsklubben-32","1156754","","1908","20240321074947","Q18659283"
"1402","Koti_vaiko_kasarmi_lapsillemme","1158492","","2010","20230430082122","Q18660199"
"1403","Angry_Birds_Epic","1158973","","3016","20250203090216","Q15957041"
"1404","Reidar_Wasenius","1159447","","13661","20250226210444","Q16991387"
"1405","Nokia_Lumia_630","1161697","","2683","20200607022853","Q16022261"
"1406","Rinnekodit","1162319","","3412","20250204110806","Q18690812"
"1407","Matti_Krusius","1164032","","3709","20241231084720","Q16980860"
"1408","FC_Honka_(naiset)","1164776","","11134","20250406142151","Q16481488"
"1409","Viljo_Kuuskoski","1165559","","2692","20240204191111","Q17381952"
"1410","Microsoft_Mobile","1165686","","6294","20240218203002","Q16538568"
"1411","Håkan_Nordqvist","1167326","","2157","20250228002257","Q16989443"
"1412","Pekka_Holopainen_(toimittaja)","1168364","","2106","20250325101511","Q17380874"
"1413","Pentti_Sydänmaanlakka","1169013","","4376","20250210132119","Q16990729"
"1414","Naantalin_monipolttoainevoimalaitos","1171024","","11067","20250405155211","Q18660943"
"1415","Kristian_Möller","1171240","","2432","20241113000403","Q17382699"
"1416","Mankkaan_koulu","1172317","","4176","20240619024149","Q18660746"
"1417","Serena_Pop_&_Rock","1175547","","1312","20250112111314","Q18661942"
"1418","Kandidaattikeskus","1176169","","5175","20240910141634","Q17384311"
"1419","Angry_Birds_Transformers","1176395","","2818","20231226065845","Q17297931"
"1420","Helsinki_(hallintopitäjä)","1176893","","1706","20250227043426","Q18658966"
"1421","Maalipallon_maailmanmestaruuskilpailut_2014","1177292","","1899","20240315075107","Q20917721"
"1422","Lahnajärven_taukopaikka","1177688","","6124","20230709060506","Q18660427"
"1423","Alfred_Petrelius","1180113","","1873","20231231102657","Q12271683"
"1424","Talinhuippu","1180912","","7218","20250116095258","Q17413087"
"1425","Teemu_Leinonen","1181523","","5625","20240710113812","Q18688514"
"1426","Miessaari","1183289","","21477","20240102111242","Q24322229"
"1427","Nokia_Lumia_635","1184033","","1627","20200606164614","Q17637202"
"1428","Nokia_Lumia_930","1184543","","3327","20240104093810","Q16029848"
"1429","Hille_Korhonen","1185059","","4547","20241116232043","Q18633080"
"1430","Neles","1185315","","14467","20250228000310","Q18688994"
"1431","Mobira_Cityman_450","1186798","","2276","20241112232934","Q18688976"
"1432","Sepon_koulu","1187422","","1604","20241024130620","Q18661938"
"1433","Veikko_Leivo","1187779","","4118","20250227160650","Q18688649"
"1434","Neste-asemaketjut","1189227","","7814","20241115201125","Q18688800"
"1435","Suomen_ralli_2014","1189481","","7146","20231208212821","Q16594756"
"1436","Suomen_ralli_2013","1190103","","12740","20231213161401","Q14411227"
"1437","Nokia_Lumia_730","1190240","","1455","20200606143402","Q18667330"
"1438","Nokia_Lumia_830","1190241","","1501","20200606100529","Q17905075"
"1439","Nokia_Lumia_735","1190242","","1584","20200606143637","Q18146823"
"1440","Angry_Birds_Stella","1191088","","2861","20240127070709","Q15731740"
"1441","Espoo_Bluesin_SM-liigakausi_2014–2015","1191605","","8121","20250307145557","Q18662020"
"1442","Finnoon_metroasema","1196515","","12945","20250330134438","Q18658765"
"1443","Kaitaan_metroasema","1196517","","5738","20250322062351","Q18659729"
"1444","Soukan_metroasema","1196518","","4981","20250322062248","Q18662069"
"1445","Espoonlahden_metroasema","1196519","","5924","20250322062036","Q18658745"
"1446","Kivenlahden_metroasema","1196520","","3248","20250322061722","Q18660079"
"1447","Nokia_Lumia_530","1197167","","1447","20190331064924","Q17530766"
"1448","Harri_Nikunen","1197700","","1798","20230716204905","Q18633456"
"1449","Finnevikinsilta","1197787","","4860","20250329201919","Q18658764"
"1450","Microsoft_Lumia_535","1203503","","2158","20180328131818","Q18642203"
"1451","Nokia_N1","1204708","","4240","20221022030216","Q18551951"
"1452","Kauppakeskus_Liila","1206303","","4678","20241215133603","Q18659941"
"1453","Metso_DNA","1206728","","1245","20230906053028","Q18688968"
"1454","Fedi_Vaivio","1207505","","2346","20231217074128","Q18633808"
"1455","Jussi_Hyyppä","1208385","","3285","20240415092743","Q18632711"
"1456","Väinö_Vihma","1209598","","2728","20190213114255","Q18633824"
"1457","Pääkaupunkiseudun_paras_urheilija","1211847","","4626","20250223175546","Q18681010"
"1458","Toppelundin_koulu","1212052","","4376","20241113082029","Q18688033"
"1459","Pekka_Heikkinen_(arkkitehti)","1212257","","2133","20240902074439","Q18693455"
"1460","Heikki_Kiuru","1212877","","2140","20241004132926","Q18708611"
"1461","Hanikan_luontopolku","1213791","","1523","20231219055808","Q18759815"
"1462","Haukilahden_historia","1214800","","24090","20241112150228","Q18759828"
"1463","Oiva_Laaksonen","1216177","","2356","20221022130718","Q18819784"
"1464","Pentti_Laasonen","1216190","","5154","20231126150644","Q18814923"
"1465","Mauri_Alasaari","1216282","","3149","20250318122058","Q18814891"
"1466","Seppo_Laine_(professori)","1216583","","969","20221027225447","Q18819787"
"1467","Osmo_Lappo","1217185","","1181","20230508093232","Q17100861"
"1468","Jouko_Lehtovuori","1218378","","1307","20250103084055","Q19705856"
"1469","Arvi_Leponiemi","1218770","","5384","20240210171224","Q19705946"
"1470","Länsikorkee","1218985","","5259","20220821171220","Q11861167"
"1471","Kaj_Lilius","1219328","","1198","20221103071031","Q19706073"
"1472","Veikko_Lindroos","1220398","","957","20191230071151","Q19706121"
"1473","Niittykummun_koulu","1221271","","3284","20241113002928","Q20249670"
"1474","Pohjois-Tapiolan_koulu","1221388","","3005","20240428194534","Q19708776"
"1475","Mauri_Lounasmaa","1222626","","3440","20241112212101","Q19706266"
"1476","Seppo_Sonkeri","1225113","","8717","20230117175311","Q19369151"
"1477","Aaro_Stykki","1226256","","1871","20241128224924","Q20253034"
"1478","Merja_Salo","1226748","","5451","20250228161123","Q19709636"
"1479","Kirsi_Siren_(teatteriohjaaja)","1227557","","7374","20250422171014","Q20254276"
"1480","Sulevi_Lyly","1252457","","1045","20240210165730","Q19706428"
"1481","Marjaana_Kella","1252617","","3267","20240223015534","Q20251889"
"1482","Paavo_Maijala","1252846","","1033","20181231171116","Q19706687"
"1483","Harri_Laakso","1253653","","1896","20240924035806","Q20255315"
"1484","Eero_Manner","1253982","","4401","20240204191403","Q20250065"
"1485","Matti_Martikainen","1254250","","1046","20231015173045","Q20250069"
"1486","Tuulikki_Alkio","1255378","","2987","20250226133950","Q20251289"
"1487","Länsimetron_historia","1255528","","59030","20250312155009","Q20252188"
"1488","Sami_Savio","1256716","","3964","20241128230121","Q20252907"
"1489","Antero_Laukkanen","1256969","","17434","20250118093454","Q20253954"
"1490","Aimo_Mikkola","1257389","","891","20200317183139","Q20249647"
"1491","Martti_Mikkola","1257411","","1170","20250311085218","Q20249649"
"1492","Sammalvuoren_metrovarikko","1257827","","2859","20230324202015","Q20252869"
"1493","Veera_Ruoho","1257945","","10880","20241007175700","Q19842585"
"1494","Krepost_Sveaborgin_maalinnoitteet","1260561","","22286","20241112193302","Q20249633"
"1495","Aalto-2","1260637","","7245","20230629165946","Q19896366"
"1496","Krepost_Sveaborgin_merilinnoitteet","1261084","","5623","20241112193303","Q20249635"
"1497","Nokia_610","1261302","","1690","20240227023423","Q28720987"
"1498","Saarnilaakson_koulu","1263890","","1784","20250105160700","Q20249771"
"1499","Tomas_Falk","1264434","","4134","20240313140029","Q20251488"
"1500","Maa_nimeltä_Nuuksio","1266399","","1604","20230722163842","Q20255697"
"1501","Aarni_Nyberg","1266448","","2525","20240304055941","Q20252454"
"1502","Liisa_Uusitalo","1266459","","3948","20241113092341","Q20253295"
"1503","Juha_Panula","1266479","","3421","20221011045327","Q20254870"
"1504","Pertti_Muukkonen","1268007","","2274","20231102121019","Q20487734"
"1505","Matti_Mård","1268028","","7759","20250210190254","Q20487735"
"1506","Suomi_100_(satelliitti)","1268288","","6060","20231204134201","Q20736901"
"1507","Yrjö_Mälkki","1269991","","1242","20240417092457","Q20736777"
"1508","Nokia_Asha_230","1271385","","830","20200606164550","Q20737026"
"1509","Kössi_Koskinen","1272412","","9252","20240616012022","Q20736733"
"1510","Opinmäen_kampus","1274223","","2444","20240522132014","Q20914477"
"1511","Kuninkuusravit_2017","1274436","","19719","20240315075038","Q20913794"
"1512","Valmet_Tuuli_III","1276180","","14021","20241226111432","Q20917133"
"1513","Runkolinja_560","1276182","","12999","20250426164003","Q20914873"
"1514","Risto_Mäkitalo","1278270","","1444","20230107214737","Q20891887"
"1515","Kaisa_Nyberg","1278894","","4211","20221012011739","Q6348329"
"1516","Nokia_1220","1279369","","1552","20200606135850","Q20914919"
"1517","YritysEspoo","1280326","","2673","20220821130915","Q25450943"
"1518","Jorma_Mörsky","1280491","","1079","20230819174349","Q20914328"
"1519","Antti_Niemi_(professori)","1281734","","4821","20240625161434","Q21016771"
"1520","Heikki_Niini","1282161","","1654","20221221042547","Q21016780"
"1521","Erkki_Niskanen_(geofyysikko)","1282335","","1147","20240223201243","Q21016805"
"1522","Suomen_kellomuseo","1282611","","1705","20230322225747","Q20980944"
"1523","Angry_Birds_-elokuva","1282912","","8603","20240127070627","Q18703062"
"1524","Track_and_Field_Espoo","1283079","","1792","20240321073749","Q21016873"
"1525","Kalervo_Noponen","1283490","","2072","20200327114521","Q21016798"
"1526","Harry_Nordén","1283643","","812","20150924183611","Q21016801"
"1527","Angry_Birds_2","1284058","","3693","20240417095435","Q19562069"
"1528","Mankkaan_kaatopaikka","1284476","","10043","20241127133447","Q21079326"
"1529","Martinkallion_koulu","1285890","","1442","20250312084614","Q23040201"
"1530","Histan_tila","1286869","","4771","20240614133433","Q23040138"
"1531","Axel_Juselius","1287621","","1842","20230419081736","Q21129703"
"1532","Tauno_Olkkonen","1288119","","1428","20240211161020","Q23039897"
"1533","H._P._O._Solitander","1288730","","3234","20240227200906","Q23040299"
"1534","Christian_Fredrikson","1288753","","4116","20240814104517","Q5109621"
"1535","Jouko_Paakkanen","1289057","","1321","20201101140129","Q23039900"
"1536","Kyösti_Kontturi","1289134","","1110","20230830094819","Q22133091"
"1537","Vesa_Penttala","1291889","","988","20200929171755","Q23039928"
"1538","Antero_Pernaja","1292102","","1203","20220721062405","Q23039936"
"1539","Luettelo_Valmetin_tuotteista","1292177","","10719","20250227170048","Q21607125"
"1540","Juhani_Pietikäinen","1292314","","854","20240522212710","Q23039950"
"1541","Piggy_Tales","1292385","","1739","20230826120155","Q17042722"
"1542","Erkki_Pihkala","1292388","","1800","20241125135023","Q23039523"
"1543","Olavi_Perilä","1292566","","2869","20240211161151","Q23039932"
"1544","Nokia_2010","1293476","","1460","20240325080703","Q12249230"
"1545","Nokia_6235","1293510","","1051","20240809193140","Q28720988"
"1546","Jorma_Pitkänen_(professori)","1293694","","1111","20210205113401","Q23039959"
"1547","Lauri_Puhakka","1293970","","894","20240211160809","Q23039969"
"1548","Viherlaakson_koulu_ja_lukio","1294371","","9596","20241113100607","Q5401672"
"1549","Kauko_Rahko","1294987","","1873","20240210165322","Q23039987"
"1550","Saku_Heinänen","1294991","","1886","20221027062154","Q23039313"
"1551","Matti_Ranta","1295447","","1052","20241117080552","Q23040001"
"1552","Formulakeidas","1295665","","717","20240713024257","Q25451199"
"1553","Pekka_Pirilä","1296412","","1178","20191103175608","Q22133156"
"1554","Hannu_Toivonen_(professori)","1297925","","10904","20250316054814","Q23021276"
"1555","Martti_Saario","1298094","","4516","20250217082206","Q19664218"
"1556","Eero_Saarsalmi","1298264","","1653","20240221183316","Q23040027"
"1557","Pekka_Linko","1298651","","801","20200320165515","Q22133117"
"1558","Microsoft_Lumia_640","1298662","","1177","20250123151543","Q19406379"
"1559","Erich_Kunze","1298883","","2568","20190925191418","Q22696699"
"1560","Seppo_Salo","1299239","","970","20221027230532","Q21823294"
"1561","Velsa","1299756","","5579","20250228201713","Q26723715"
"1562","Nokia_Cseries","1301003","","609","20190331043813","Q1751475"
"1563","Nokia_Xseries","1301004","","661","20190402173647","Q2602856"
"1564","Jorma_Serlachius","1301784","","1672","20240211155303","Q23040047"
"1565","Tuomo_Siitonen","1302138","","1560","20230508094417","Q23040048"
"1566","Matti_Asikainen","1302695","","1659","20221019143445","Q22916742"
"1567","Ari_Koskinen_(kemisti)","1303198","","5833","20231212233455","Q23039832"
"1568","Eero_Sjöström","1303624","","7115","20250228165254","Q23040056"
"1569","Harry_Sistonen","1303824","","2331","20240211154930","Q23040053"
"1570","Riitta_Salmelin","1305740","","4683","20241231085512","Q21264571"
"1571","Jukka_Pekola","1305752","","3208","20250228222919","Q23039917"
"1572","Martti_Sulonen","1305771","","1228","20221019110317","Q23040066"
"1573","Reijo_Sulonen","1305777","","604","20160122170223","Q23040067"
"1574","Göran_Sundholm_(kemisti)","1305782","","2000","20240221185617","Q23040068"
"1575","Sito","1307131","","2986","20240716095029","Q29390220"
"1576","Risto_Ilmoniemi","1307377","","2832","20230629094412","Q23039782"
"1577","Samuel_Kaski","1307386","","4683","20250105004542","Q23039810"
"1578","Matti_Keloharju","1307387","","5151","20240622142613","Q23039814"
"1579","Paavo_Alku","1307392","","3876","20240314054615","Q23039725"
"1580","PUS-Basket","1307566","","802","20221128214814","Q16999799"
"1581","Sunan_koulu","1307778","","2596","20220719172443","Q23040307"
"1582","Eero_Haahti","1308258","","2853","20230428190536","Q23039752"
"1583","Katri_Luostarinen","1308375","","2180","20221013074747","Q22696703"
"1584","Matti_H._Tikkanen","1308404","","1497","20240211160944","Q22696806"
"1585","Hösmärinpuiston_koulu","1308864","","1781","20241024125937","Q23040150"
"1586","Paavo_Uronen","1309834","","3968","20241230122236","Q23040103"
"1587","Otto_Wahlgren","1310555","","1787","20240211155005","Q23040144"
"1588","Juha_Karvanen_(professori)","1311070","","8209","20240212084049","Q23039790"
"1589","Olavi_Myhrberg","1312517","","1066","20230508100912","Q23039871"
"1590","Arvid_Wiiala","1312701","","2531","20240211160740","Q23040160"
"1591","Espoon_yhteislyseo","1312919","","3255","20250122230426","Q23040123"
"1592","Toivo_Vähäkallio","1314303","","2636","20240223201929","Q23040361"
"1593","Kari_Mattila_(feministi)","1314958","","4330","20241112225324","Q23040696"
"1594","Simo_Grönroos","1315494","","14335","20240613080332","Q23040960"
"1595","Sampo_Suihko","1315820","","5942","20241204192632","Q23035413"
"1596","Paul_Rurik_Bruno_Malmström","1316719","","1807","20240224174826","Q23698880"
"1597","Biogenesis_(taideteos)","1317408","","3820","20240919175318","Q24043644"
"1598","Espoo_Innovation_Garden","1318200","","2396","20230928063108","Q23870266"
"1599","Arvo_Puukari","1320453","","5637","20230508100943","Q23870393"
"1600","Arvi_E._Heiskanen","1321246","","10038","20241112151008","Q23869596"
"1601","Espoo_United_(jääkiekko)","1322788","","2559","20210905103850","Q25461411"
"1602","Nils-Erik_Virkola","1324794","","1191","20220929045511","Q24398873"
"1603","Lauri_Ratia","1325094","","4952","20250103050247","Q25364430"
"1604","Paul_A._Wuori","1328474","","1222","20240204191731","Q25364602"
"1605","Pekka_Korvenmaa","1328571","","2409","20250227140713","Q25369881"
"1606","Jukka_Aalto","1328836","","854","20210529191059","Q25364623"
"1607","Nokia_Actionet","1329137","","2070","20221022020919","Q25452971"
"1608","Luettelo_Espoon_julkisista_taideteoksista_ja_muistomerkeistä","1330468","","53693","20250331074856","Q25453690"
"1609","Matti_Liski","1330597","","1090","20230508095149","Q25453729"
"1610","Espoo_United","1331246","","6441","20240904092423","Q25453911"
"1611","Niittyhuippu","1331264","","3344","20240714181030","Q25453922"
"1612","St1_Deep_Heat","1332671","","4643","20220821130908","Q25454406"
"1613","Marko_Terviö","1332870","","1629","20230617090243","Q25454502"
"1614","Lasten_ja_nuorten_arkkitehtuurikoulu_Arkki","1333269","","4955","20241201173406","Q26257082"
"1615","Jyväskylän_suurajot_1990","1336015","","9721","20250206182222","Q6361489"
"1616","Jyväskylän_suurajot_1991","1336380","","9019","20231227145903","Q6361494"
"1617","Majalampi_(Espoo)","1336524","","1611","20200922153809","Q26723795"
"1618","Jyväskylän_suurajot_1992","1336922","","6723","20231227150049","Q6361495"
"1619","Jyväskylän_suurajot_1993","1337140","","8706","20231227150150","Q6361497"
"1620","Neste_1000_Lakes_Rally_1994","1337168","","7840","20231227150236","Q6361500"
"1621","Jyväskylän_suurajot_1989","1337276","","7332","20240228121926","Q2053086"
"1622","Jyväskylän_suurajot_1988","1337380","","7032","20240228121819","Q2230471"
"1623","Neste_1000_Lakes_Rally_1996","1337762","","7193","20231214105558","Q6361504"
"1624","Neste_Rally_Finland_1997","1337877","","7088","20231214105636","Q6361506"
"1625","Jyväskylän_suurajot_1987","1337981","","8436","20231227144929","Q2112060"
"1626","Finnoontie","1340076","","2574","20250329210150","Q26723846"
"1627","Eero_W._Artto","1342151","","1010","20220731120448","Q26723945"
"1628","Björkhagen_(Kauklahti)","1342627","","1266","20200921072929","Q28721697"
"1629","Peikin_Ratsastuskoulu","1343247","","1013","20250108194038","Q28721068"
"1630","Iiro_O._Hartimo","1344660","","2635","20230826224735","Q26922130"
"1631","Tapani_Jokinen","1345828","","861","20230505063605","Q27074954"
"1632","Kimmo_Kaski","1346554","","3698","20241229104510","Q27075023"
"1633","Toivo_Katila","1346568","","3103","20250227124714","Q27075028"
"1634","Paavo_Kinnunen_(professori)","1346853","","1766","20240228225705","Q27653749"
"1635","Pekka_Korhonen_(tilastotieteilijä)","1346997","","1639","20241115182215","Q27653752"
"1636","Ismo_Lindell","1347860","","2880","20241112210455","Q27485320"
"1637","Pentti_Mäkeläinen","1349303","","1173","20250227234903","Q27520751"
"1638","Mauri_Määttänen","1349313","","1244","20250227235157","Q27520047"
"1639","Väre_(rakennus)","1349516","","9407","20250322034427","Q28721761"
"1640","Leppävaaran_taistelu","1349558","","8226","20230217122847","Q28721161"
